0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,33,16,16,16,16,16,16,16,16,16,16,16,16,32,0,
0,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,0,
0,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,0,
19,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,0,
0,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,0,
0,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,0,
0,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,0,
0,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,0,
0,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,0,
0,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,0,
0,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,0,
0,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,0,
0,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,0,
0,30,16,16,16,1,16,16,16,16,16,1,16,16,31,0,
0,0,0,0,0,18,0,0,0,0,0,18,0,0,0,0,
