0,0,0,0,0,17,0,0,0,0,0,18,0,0,0,0,0,0,0,0,
0,0,0,0,0,17,0,0,0,0,0,18,0,20,0,0,0,20,20,0,
0,0,0,0,0,17,0,33,16,32,0,18,0,0,0,20,0,0,20,0,
0,0,0,0,0,30,16,31,0,17,0,18,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,17,0,18,0,0,0,0,0,0,0,0,
0,0,0,0,0,33,16,16,16,31,0,18,0,0,33,16,16,16,16,16,
0,0,6,23,5,17,0,0,0,0,0,18,0,0,17,6,23,23,5,0,
0,0,24,25,22,17,0,0,0,0,0,18,0,0,17,24,25,25,22,0,
0,0,24,25,12,2,19,19,10,19,19,8,19,19,2,14,25,25,22,0,
0,0,3,21,4,17,0,0,18,0,0,0,0,0,17,24,25,25,22,0,
0,0,0,0,0,17,0,0,18,0,0,33,16,16,31,24,25,25,22,0,
0,0,0,0,0,30,16,32,18,0,0,17,0,0,0,24,25,25,22,0,
0,0,0,0,0,0,0,17,18,0,0,17,0,0,0,3,21,21,4,0,
6,23,23,23,23,5,0,17,18,0,0,17,0,0,0,0,0,0,0,0,
24,25,25,25,25,12,19,2,8,19,19,2,28,0,0,15,18,15,0,0,
24,25,25,25,25,3,5,17,0,0,0,17,18,0,15,15,18,15,0,0,
24,25,25,25,25,25,22,17,0,20,0,17,26,19,19,19,9,0,0,0,
24,25,25,25,25,25,22,17,0,0,0,17,0,0,15,15,18,15,0,0,
24,25,25,25,25,25,22,17,20,0,0,17,0,0,0,15,18,15,0,0,
3,21,21,21,21,21,4,17,0,0,20,17,0,0,0,0,0,0,0,0,
