0,0,0,0,0,0,0,18,0,0,0,0,0,0,18,0,0,0,0,0,
0,0,20,20,20,20,0,18,0,0,0,0,0,0,18,0,0,0,0,0,
0,0,20,20,20,20,0,18,0,0,0,0,0,0,18,0,0,0,0,0,
0,0,20,20,20,20,0,18,0,0,0,29,19,19,9,0,0,0,0,0,
0,0,20,20,20,20,0,18,0,29,19,27,0,0,18,0,0,0,0,0,
19,19,19,19,19,19,19,8,19,9,0,0,0,0,18,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,18,0,0,0,0,18,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,18,0,0,0,0,18,0,0,0,0,0,
0,0,0,29,19,19,10,19,10,27,0,0,29,19,8,28,0,0,0,0,
0,0,0,18,0,0,18,0,18,0,0,0,18,0,0,18,0,0,0,0,
0,0,0,26,19,19,9,0,26,19,10,19,27,0,0,18,0,0,0,0,
0,0,0,0,0,0,18,0,0,0,18,0,0,33,16,1,16,16,16,16,
0,0,6,23,23,23,13,23,5,0,18,0,0,17,0,18,0,0,0,0,
0,0,24,25,25,25,25,25,22,0,18,0,0,30,16,1,16,32,0,0,
19,19,14,25,25,25,25,25,12,19,8,28,0,0,0,18,0,17,0,0,
0,0,24,25,25,25,25,25,22,0,0,18,0,0,0,26,19,2,19,19,
0,0,3,21,21,21,11,21,4,0,0,18,29,28,0,0,0,17,0,0,
0,0,0,0,0,0,18,0,0,0,0,26,27,18,0,0,33,31,0,0,
0,0,0,0,0,0,18,0,0,0,0,0,0,18,0,0,17,0,0,0,
0,0,0,0,0,0,18,0,0,0,0,0,0,18,0,0,17,0,0,0,
