0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,
0,6,23,23,23,23,23,23,23,23,23,23,23,23,5,0,17,0,0,0,
0,24,21,21,21,21,21,21,21,21,21,21,21,5,22,0,17,0,0,0,
0,24,22,0,0,0,0,0,0,0,0,0,0,24,22,0,17,0,0,0,
0,24,22,0,-1,-1,-1,-1,-1,-1,-1,-1,0,24,22,0,17,0,0,0,
0,24,22,0,-1,-1,-1,-1,-1,-1,-1,-1,0,14,12,19,2,19,19,19,
0,24,22,0,-1,-1,-1,-1,-1,-1,-1,-1,0,24,22,0,17,0,0,0,
0,24,22,0,-1,-1,-1,-1,-1,-1,-1,-1,0,14,12,19,2,19,28,0,
0,24,22,0,-1,-1,-1,-1,-1,-1,-1,-1,0,24,22,0,17,0,18,0,
0,24,22,0,-1,-1,-1,-1,-1,-1,-1,-1,0,24,22,0,17,0,18,0,
0,24,22,0,-1,-1,-1,-1,-1,-1,-1,-1,0,24,22,0,17,0,26,19,
0,24,22,0,-1,-1,-1,-1,-1,-1,-1,-1,0,24,22,0,17,0,0,0,
0,24,22,0,-1,-1,-1,-1,-1,-1,-1,-1,0,24,22,0,30,16,16,16,
0,24,22,0,-1,-1,-1,-1,-1,-1,-1,-1,0,24,22,0,0,0,0,0,
0,24,22,0,-1,-1,-1,-1,-1,-1,-1,-1,0,24,22,0,0,0,0,0,
0,24,22,0,-1,-1,-1,-1,-1,-1,-1,-1,0,24,22,0,0,0,0,0,
0,24,22,0,0,0,0,0,0,0,0,0,0,24,22,0,0,0,0,0,
0,24,3,23,23,23,23,23,13,23,23,23,23,4,22,0,0,0,0,0,
0,3,21,21,21,21,21,21,11,21,21,21,21,21,4,0,0,0,0,0,
0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,
