0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,
0,0,0,0,0,6,23,23,23,23,23,13,23,23,23,23,23,23,5,0,
0,0,0,0,0,24,6,21,21,21,21,11,21,21,21,21,21,5,22,0,
0,0,0,0,0,24,22,0,0,0,0,0,0,0,0,0,0,24,22,0,
0,0,0,0,0,24,22,0,-1,-1,-1,-1,-1,-1,-1,-1,0,24,22,0,
0,0,0,0,0,24,22,0,-1,-1,-1,-1,-1,-1,-1,-1,0,24,22,0,
0,0,0,0,0,24,22,0,-1,-1,-1,-1,-1,-1,-1,-1,0,24,22,0,
16,16,16,32,0,24,22,0,-1,-1,-1,-1,-1,-1,-1,-1,0,24,22,0,
0,0,0,17,0,24,22,0,-1,-1,-1,-1,-1,-1,-1,-1,0,24,22,0,
19,28,0,17,0,24,22,0,-1,-1,-1,-1,-1,-1,-1,-1,0,24,22,0,
0,18,0,17,0,24,22,0,-1,-1,-1,-1,-1,-1,-1,-1,0,24,22,0,
0,18,0,17,0,24,22,0,-1,-1,-1,-1,-1,-1,-1,-1,0,24,22,0,
0,26,19,2,19,14,12,0,-1,-1,-1,-1,-1,-1,-1,-1,0,24,22,0,
0,0,0,17,0,24,22,0,-1,-1,-1,-1,-1,-1,-1,-1,0,24,22,0,
19,19,19,2,19,14,12,0,-1,-1,-1,-1,-1,-1,-1,-1,0,24,22,0,
0,0,0,17,0,24,22,0,-1,-1,-1,-1,-1,-1,-1,-1,0,24,22,0,
0,0,0,17,0,24,22,0,0,0,0,0,0,0,0,0,0,24,22,0,
0,0,0,17,0,24,3,23,23,23,23,23,23,23,23,23,23,23,22,0,
0,0,0,17,0,3,21,21,21,21,21,21,21,21,21,21,21,21,4,0,
0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
